TableId,TableName,ColumnName,ColumnType,IsMetric,IsCurrency,IsCommon,IsCommonMetric,IsCommonField
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,channeltype,String,FALSE,TRUE,TRUE,FALSE,TRUE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,clientmonth,String,FALSE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,commission,Decimal,TRUE,TRUE,TRUE,TRUE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,commission_local,Decimal,TRUE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,data_state,String,FALSE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,daypart,String,FALSE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,daypartid,String,FALSE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,demo,String,FALSE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,democode,String,FALSE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,dst,Decimal,TRUE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,dst_local,Decimal,TRUE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,effective_date,Date,FALSE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,eqgrps,Decimal,TRUE,FALSE,TRUE,TRUE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,estimateid,String,FALSE,FALSE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,ethnicity,String,FALSE,FALSE,TRUE,FALSE,TRUE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,flightend,Date,FALSE,FALSE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,flightstart,Date,FALSE,FALSE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,footfalls,Decimal,TRUE,FALSE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,formatmix,String,FALSE,FALSE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,grossmedia,Decimal,TRUE,TRUE,TRUE,TRUE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,grossmedia_local,Decimal,TRUE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,grps,Decimal,TRUE,FALSE,TRUE,TRUE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,impressions,Decimal,TRUE,FALSE,TRUE,TRUE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,installation,Decimal,TRUE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,installation_local,Decimal,TRUE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,inventorytype,String,FALSE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,issuedate,Date,FALSE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,itemdescription,String,FALSE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,latitude,String,FALSE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,localchannel,String,FALSE,TRUE,TRUE,FALSE,TRUE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,localtax1,Decimal,TRUE,TRUE,FALSE,FALSE,FALSE
f0867476-5d91-4fbf-8ebf-c5308309f4ea,media_plans,localtax1_local,Decimal,TRUE,TRUE,FALSE,FALSE,FALSE
